r,t,y,SalvageValue
KENYA,PWRHYD016,2025,0.7533
KENYA,PWRHYD016,2026,64.488
KENYA,PWRHYD016,2027,29.5052
KENYA,PWRHYD016,2028,8.5484
KENYA,PWRHYD016,2029,20.9174
KENYA,PWRHYD016,2030,105.7792
KENYA,PWRHYD016,2031,82.8507
KENYA,PWRHYD016,2032,54.6353
KENYA,PWRHYD016,2033,98.245
KENYA,PWRHYD016,2034,77.715
KENYA,PWRHYD016,2035,99.4636
KENYA,PWRHYD016,2036,88.6022
KENYA,PWRHYD016,2037,11.5583
KENYA,PWRHYD016,2038,12.6467
KENYA,PWRHYD016,2039,13.7432
KENYA,PWRHYD016,2040,15.5065
KENYA,PWRHYD016,2041,16.9529
KENYA,PWRHYD016,2042,18.7428
KENYA,PWRHYD016,2043,20.544
KENYA,PWRHYD016,2044,22.3549
KENYA,PWRHYD016,2045,24.8549
KENYA,PWRHYD016,2046,27.368
KENYA,PWRHYD016,2047,29.8923
KENYA,PWRHYD016,2048,32.7709
KENYA,PWRHYD016,2049,36.0062
KENYA,PWRHYD016,2050,39.5998
KENYA,PWRNGS002,2036,26.5416
KENYA,PWRNGS002,2037,14.9942
KENYA,PWRNGS003,2048,105.4884
KENYA,PWRNGS003,2049,17.7482
KENYA,PWRNGS003,2050,14.7853
KENYA,PWRNGS004,2047,45.9877
KENYA,PWRNGS004,2048,18.5679
KENYA,PWRNGS004,2050,99.0274
KENYA,PWRNGS005,2035,10.4354
KENYA,PWRNGS005,2050,38.2503
KENYA,PWRNGS009,2032,2.5936
KENYA,PWRNGS009,2033,5.6496
KENYA,PWRNGS009,2048,3.1978
KENYA,PWRNGS009,2050,22.8077
KENYA,PWRNGS010,2050,4.3977
KENYA,PWRPHS001,2034,72.7248
KENYA,PWRPHS001,2036,70.0109
KENYA,PWRPHS001,2037,40.1139
KENYA,PWRPHS001,2039,57.4454
KENYA,PWRPHS002,2034,147.6516
KENYA,PWRPHS002,2035,152.9303
KENYA,PWRPHS002,2039,5.4249
KENYA,PWRSOL004,2042,19.4285
KENYA,PWRTRN,2019,109.8955
KENYA,PWRTRN,2020,10.2136
KENYA,PWRTRN,2021,26.844
KENYA,PWRTRN,2022,20.8134
KENYA,PWRTRN,2023,18.5647
KENYA,PWRTRN,2024,22.9922
KENYA,PWRTRN,2025,25.827
KENYA,PWRTRN,2026,23.0051
KENYA,PWRTRN,2027,43.887
KENYA,PWRTRN,2028,48.4815
KENYA,PWRTRN,2029,55.2429
KENYA,PWRTRN,2030,54.4719
KENYA,PWRTRN,2031,52.4095
KENYA,PWRTRN,2032,61.0136
KENYA,PWRTRN,2033,59.6601
KENYA,PWRTRN,2034,65.5951
KENYA,PWRTRN,2035,68.3823
KENYA,PWRTRN,2036,70.5047
KENYA,PWRTRN,2037,85.0201
KENYA,PWRTRN,2038,88.9157
KENYA,PWRTRN,2039,94.3554
KENYA,PWRTRN,2040,100.3722
KENYA,PWRTRN,2041,106.0768
KENYA,PWRTRN,2042,110.0949
KENYA,PWRTRN,2043,117.7167
KENYA,PWRTRN,2044,124.2879
KENYA,PWRTRN,2045,131.6833
KENYA,PWRTRN,2046,139.2399
KENYA,PWRTRN,2047,146.9269
KENYA,PWRTRN,2048,155.6068
KENYA,PWRTRN,2049,164.4604
KENYA,PWRTRN,2050,173.443
KENYA,PWRWND018,2048,153.2263
KENYA,PWRWND101,2032,48.0198
KENYA,PWRWND101,2033,90.4767
KENYA,PWRWND101,2035,155.1118
KENYA,PWRWND101,2037,53.9016
KENYA,PWRWND101,2038,572.5593
KENYA,PWRWND101,2039,45.4277
KENYA,PWRWND101,2041,607.7619
KENYA,PWRWND101,2042,723.8217
KENYA,PWRWND101,2043,917.6427
KENYA,PWRWND101,2044,729.6592
KENYA,PWRWND101,2045,1361.7918
KENYA,PWRWND101,2046,895.9444
KENYA,PWRWND101,2047,1346.3614
KENYA,PWRWND101,2048,936.7528
KENYA,PWRWND101,2049,869.1361
KENYA,PWRWND101,2050,1351.4762
