r,t,y,AnnualFixedOperatingCost
KENYA,PWRGEO049,2031,3.1895
KENYA,PWRGEO049,2032,3.1895
KENYA,PWRGEO049,2033,3.1895
KENYA,PWRGEO049,2034,3.1895
KENYA,PWRGEO049,2035,3.1895
KENYA,PWRGEO049,2036,3.1895
KENYA,PWRGEO049,2037,3.1895
KENYA,PWRGEO049,2038,3.1895
KENYA,PWRGEO049,2039,3.1895
KENYA,PWRGEO049,2040,3.1895
KENYA,PWRGEO049,2041,3.1895
KENYA,PWRGEO049,2042,3.1895
KENYA,PWRGEO049,2043,3.1895
KENYA,PWRGEO049,2044,3.1895
KENYA,PWRGEO049,2045,3.1895
KENYA,PWRGEO049,2046,3.1895
KENYA,PWRGEO049,2047,3.1895
KENYA,PWRGEO049,2048,3.1895
KENYA,PWRGEO049,2049,3.1895
KENYA,PWRGEO049,2050,3.1895
KENYA,PWRGEO050,2025,3.1895
KENYA,PWRGEO050,2026,3.1895
KENYA,PWRGEO050,2027,3.1895
KENYA,PWRGEO050,2028,3.1895
KENYA,PWRGEO050,2029,3.1895
KENYA,PWRGEO050,2030,3.1895
KENYA,PWRGEO050,2031,3.1895
KENYA,PWRGEO050,2032,3.1895
KENYA,PWRGEO050,2033,3.1895
KENYA,PWRGEO050,2034,3.1895
KENYA,PWRGEO050,2035,3.1895
KENYA,PWRGEO050,2036,3.1895
KENYA,PWRGEO050,2037,3.1895
KENYA,PWRGEO050,2038,3.1895
KENYA,PWRGEO050,2039,3.1895
KENYA,PWRGEO050,2040,3.1895
KENYA,PWRGEO050,2041,3.1895
KENYA,PWRGEO050,2042,3.1895
KENYA,PWRGEO050,2043,3.1895
KENYA,PWRGEO050,2044,3.1895
KENYA,PWRGEO050,2045,3.1895
KENYA,PWRGEO050,2046,3.1895
KENYA,PWRGEO050,2047,3.1895
KENYA,PWRGEO050,2048,3.1895
KENYA,PWRGEO050,2049,3.1895
KENYA,PWRGEO050,2050,3.1895
KENYA,PWRGEO051,2025,3.1895
KENYA,PWRGEO051,2026,3.1895
KENYA,PWRGEO051,2027,3.1895
KENYA,PWRGEO051,2028,3.1895
KENYA,PWRGEO051,2029,3.1895
KENYA,PWRGEO051,2030,3.1895
KENYA,PWRGEO051,2031,3.1895
KENYA,PWRGEO051,2032,3.1895
KENYA,PWRGEO051,2033,3.1895
KENYA,PWRGEO051,2034,3.1895
KENYA,PWRGEO051,2035,3.1895
KENYA,PWRGEO051,2036,3.1895
KENYA,PWRGEO051,2037,3.1895
KENYA,PWRGEO051,2038,3.1895
KENYA,PWRGEO051,2039,3.1895
KENYA,PWRGEO051,2040,3.1895
KENYA,PWRGEO051,2041,3.1895
KENYA,PWRGEO051,2042,3.1895
KENYA,PWRGEO051,2043,3.1895
KENYA,PWRGEO051,2044,3.1895
KENYA,PWRGEO051,2045,3.1895
KENYA,PWRGEO051,2046,3.1895
KENYA,PWRGEO051,2047,3.1895
KENYA,PWRGEO051,2048,3.1895
KENYA,PWRGEO051,2049,3.1895
KENYA,PWRGEO051,2050,3.1895
KENYA,PWRGEO101,2026,0.5575
KENYA,PWRGEO101,2027,2.1166
KENYA,PWRGEO101,2028,3.8113
KENYA,PWRGEO101,2029,5.6535
KENYA,PWRGEO101,2030,7.656
KENYA,PWRGEO101,2031,9.8326
KENYA,PWRGEO101,2032,12.1987
KENYA,PWRGEO101,2033,14.7706
KENYA,PWRGEO101,2034,17.5662
KENYA,PWRGEO101,2035,20.605
KENYA,PWRGEO101,2036,23.9083
KENYA,PWRGEO101,2037,27.4989
KENYA,PWRGEO101,2038,31.4019
KENYA,PWRGEO101,2039,35.6445
KENYA,PWRGEO101,2040,40.2562
KENYA,PWRGEO101,2041,45.269
KENYA,PWRGEO101,2042,50.718
KENYA,PWRGEO101,2043,56.6411
KENYA,PWRGEO101,2044,63.0795
KENYA,PWRGEO101,2045,70.078
KENYA,PWRGEO101,2046,75.4049
KENYA,PWRGEO101,2047,75.4049
KENYA,PWRGEO101,2048,75.4049
KENYA,PWRGEO101,2049,75.4049
KENYA,PWRGEO101,2050,75.4049
KENYA,PWRGEO102,2026,5.4642
KENYA,PWRGEO102,2027,10.6573
KENYA,PWRGEO102,2028,11.9111
KENYA,PWRGEO102,2029,11.9111
KENYA,PWRGEO102,2030,14.0605
KENYA,PWRGEO102,2031,14.0605
KENYA,PWRGEO102,2032,17.5532
KENYA,PWRGEO102,2033,19.4339
KENYA,PWRGEO102,2034,21.3146
KENYA,PWRGEO102,2035,23.8222
KENYA,PWRGEO102,2036,26.3298
KENYA,PWRGEO102,2037,28.8052
KENYA,PWRGEO102,2038,31.9719
KENYA,PWRGEO102,2039,34.9312
KENYA,PWRGEO102,2040,34.9312
KENYA,PWRGEO102,2041,41.6392
KENYA,PWRGEO102,2042,48.2713
KENYA,PWRGEO102,2043,53.2865
KENYA,PWRGEO102,2044,58.9286
KENYA,PWRGEO102,2045,65.1976
KENYA,PWRGEO102,2046,72.0935
KENYA,PWRGEO102,2047,79.6163
KENYA,PWRGEO102,2048,87.766
KENYA,PWRGEO102,2049,97.1695
KENYA,PWRGEO102,2050,107.1999
KENYA,PWRHFO002,2019,1.6538
KENYA,PWRHFO002,2020,1.6538
KENYA,PWRHFO002,2021,1.6538
KENYA,PWRHFO002,2022,1.6538
KENYA,PWRHFO002,2023,1.6538
KENYA,PWRHFO002,2024,1.6538
KENYA,PWRHFO002,2025,1.6538
KENYA,PWRHFO002,2026,1.6538
KENYA,PWRHFO002,2027,1.6538
KENYA,PWRHFO002,2028,1.6538
KENYA,PWRHFO002,2029,1.6538
KENYA,PWRHFO002,2030,1.6538
KENYA,PWRHFO002,2031,1.6538
KENYA,PWRHFO002,2032,1.6538
KENYA,PWRHFO002,2033,1.6538
KENYA,PWRHFO002,2034,1.6538
KENYA,PWRHFO003,2019,1.89
KENYA,PWRHFO003,2020,1.89
KENYA,PWRHFO003,2021,1.89
KENYA,PWRHFO003,2022,1.89
KENYA,PWRHFO003,2023,1.89
KENYA,PWRHFO003,2024,1.89
KENYA,PWRHFO004,2019,3.6225
KENYA,PWRHFO004,2020,3.6225
KENYA,PWRHFO004,2021,3.6225
KENYA,PWRHFO004,2022,3.6225
KENYA,PWRHFO004,2023,3.6225
KENYA,PWRHFO004,2024,3.6225
KENYA,PWRHFO004,2025,3.6225
KENYA,PWRHFO004,2026,3.6225
KENYA,PWRHFO004,2027,3.6225
KENYA,PWRHFO004,2028,3.6225
KENYA,PWRHFO004,2029,3.6225
KENYA,PWRHFO004,2030,3.6225
KENYA,PWRHFO005,2019,2.331
KENYA,PWRHFO005,2020,2.331
KENYA,PWRHFO005,2021,2.331
KENYA,PWRHFO005,2022,2.331
KENYA,PWRHFO005,2023,2.331
KENYA,PWRHFO005,2024,2.331
KENYA,PWRHFO005,2025,2.331
KENYA,PWRHFO006,2019,2.7909
KENYA,PWRHFO006,2020,2.7909
KENYA,PWRHFO006,2021,2.7909
KENYA,PWRHFO006,2022,2.7909
KENYA,PWRHFO006,2023,2.7909
KENYA,PWRHFO006,2024,2.7909
KENYA,PWRHFO006,2025,2.7909
KENYA,PWRHFO006,2026,2.7909
KENYA,PWRHFO006,2027,2.7909
KENYA,PWRHFO006,2028,2.7909
KENYA,PWRHFO006,2029,2.7909
KENYA,PWRHFO007,2019,2.7405
KENYA,PWRHFO007,2020,2.7405
KENYA,PWRHFO007,2021,2.7405
KENYA,PWRHFO007,2022,2.7405
KENYA,PWRHFO007,2023,2.7405
KENYA,PWRHFO007,2024,2.7405
KENYA,PWRHFO007,2025,2.7405
KENYA,PWRHFO007,2026,2.7405
KENYA,PWRHFO007,2027,2.7405
KENYA,PWRHFO007,2028,2.7405
KENYA,PWRHFO007,2029,2.7405
KENYA,PWRHFO007,2030,2.7405
KENYA,PWRHFO007,2031,2.7405
KENYA,PWRHFO007,2032,2.7405
KENYA,PWRHFO007,2033,2.7405
KENYA,PWRHFO008,2019,2.5295
KENYA,PWRHFO008,2020,2.5295
KENYA,PWRHFO008,2021,2.5295
KENYA,PWRHFO008,2022,2.5295
KENYA,PWRHFO008,2023,2.5295
KENYA,PWRHFO008,2024,2.5295
KENYA,PWRHFO008,2025,2.5295
KENYA,PWRHFO008,2026,2.5295
KENYA,PWRHFO008,2027,2.5295
KENYA,PWRHFO008,2028,2.5295
KENYA,PWRHFO008,2029,2.5295
KENYA,PWRHFO008,2030,2.5295
KENYA,PWRHFO008,2031,2.5295
KENYA,PWRHFO008,2032,2.5295
KENYA,PWRHFO008,2033,2.5295
KENYA,PWRHFO009,2019,2.6145
KENYA,PWRHFO009,2020,2.6145
KENYA,PWRHFO009,2021,2.6145
KENYA,PWRHFO009,2022,2.6145
KENYA,PWRHFO009,2023,2.6145
KENYA,PWRHFO009,2024,2.6145
KENYA,PWRHFO009,2025,2.6145
KENYA,PWRHFO009,2026,2.6145
KENYA,PWRHFO009,2027,2.6145
KENYA,PWRHFO009,2028,2.6145
KENYA,PWRHFO009,2029,2.6145
KENYA,PWRHFO009,2030,2.6145
KENYA,PWRHFO009,2031,2.6145
KENYA,PWRHFO009,2032,2.6145
KENYA,PWRHFO009,2033,2.6145
KENYA,PWRHFO009,2034,2.6145
KENYA,PWRHFO009,2035,2.6145
KENYA,PWRHYD001,2019,0.548
KENYA,PWRHYD001,2020,0.548
KENYA,PWRHYD001,2021,0.548
KENYA,PWRHYD001,2022,0.548
KENYA,PWRHYD001,2023,0.548
KENYA,PWRHYD001,2024,0.548
KENYA,PWRHYD001,2025,0.548
KENYA,PWRHYD001,2026,0.548
KENYA,PWRHYD001,2027,0.548
KENYA,PWRHYD001,2028,0.548
KENYA,PWRHYD001,2029,0.548
KENYA,PWRHYD001,2030,0.548
KENYA,PWRHYD001,2031,0.548
KENYA,PWRHYD001,2032,0.548
KENYA,PWRHYD001,2033,0.548
KENYA,PWRHYD001,2034,0.548
KENYA,PWRHYD001,2035,0.548
KENYA,PWRHYD001,2036,0.548
KENYA,PWRHYD001,2037,0.548
KENYA,PWRHYD001,2038,0.548
KENYA,PWRHYD001,2039,0.548
KENYA,PWRHYD001,2040,0.548
KENYA,PWRHYD001,2041,0.548
KENYA,PWRHYD001,2042,2.501
KENYA,PWRHYD001,2043,2.501
KENYA,PWRHYD001,2044,2.501
KENYA,PWRHYD001,2045,2.501
KENYA,PWRHYD001,2046,2.501
KENYA,PWRHYD001,2047,2.501
KENYA,PWRHYD001,2048,2.501
KENYA,PWRHYD001,2049,2.501
KENYA,PWRHYD001,2050,2.501
KENYA,PWRHYD002,2019,1.096
KENYA,PWRHYD002,2020,1.096
KENYA,PWRHYD002,2021,1.096
KENYA,PWRHYD002,2022,1.096
KENYA,PWRHYD002,2023,1.096
KENYA,PWRHYD002,2024,1.096
KENYA,PWRHYD002,2025,1.096
KENYA,PWRHYD002,2026,1.096
KENYA,PWRHYD002,2027,1.096
KENYA,PWRHYD002,2028,1.096
KENYA,PWRHYD002,2029,1.096
KENYA,PWRHYD002,2030,1.096
KENYA,PWRHYD002,2031,1.096
KENYA,PWRHYD002,2032,1.096
KENYA,PWRHYD002,2033,1.096
KENYA,PWRHYD002,2034,1.096
KENYA,PWRHYD002,2035,1.096
KENYA,PWRHYD002,2036,1.096
KENYA,PWRHYD002,2037,1.096
KENYA,PWRHYD002,2038,1.096
KENYA,PWRHYD002,2039,1.096
KENYA,PWRHYD002,2040,1.096
KENYA,PWRHYD002,2041,1.096
KENYA,PWRHYD002,2042,3.51
KENYA,PWRHYD002,2043,3.51
KENYA,PWRHYD002,2044,3.51
KENYA,PWRHYD002,2045,3.51
KENYA,PWRHYD002,2046,3.51
KENYA,PWRHYD002,2047,3.51
KENYA,PWRHYD002,2048,3.51
KENYA,PWRHYD002,2049,3.51
KENYA,PWRHYD002,2050,3.51
KENYA,PWRHYD003,2019,2.466
KENYA,PWRHYD003,2020,2.466
KENYA,PWRHYD003,2021,2.466
KENYA,PWRHYD003,2022,2.466
KENYA,PWRHYD003,2023,2.466
KENYA,PWRHYD003,2024,2.466
KENYA,PWRHYD003,2025,2.466
KENYA,PWRHYD003,2026,2.466
KENYA,PWRHYD003,2027,2.466
KENYA,PWRHYD003,2028,2.466
KENYA,PWRHYD003,2029,2.466
KENYA,PWRHYD003,2030,2.466
KENYA,PWRHYD003,2031,2.466
KENYA,PWRHYD003,2032,2.466
KENYA,PWRHYD003,2033,2.466
KENYA,PWRHYD003,2034,2.466
KENYA,PWRHYD003,2035,2.466
KENYA,PWRHYD003,2036,2.466
KENYA,PWRHYD003,2037,2.466
KENYA,PWRHYD003,2038,2.466
KENYA,PWRHYD003,2039,2.466
KENYA,PWRHYD003,2040,2.466
KENYA,PWRHYD003,2041,2.466
KENYA,PWRHYD003,2042,9.6714
KENYA,PWRHYD003,2043,9.6714
KENYA,PWRHYD003,2044,9.6714
KENYA,PWRHYD003,2045,9.6714
KENYA,PWRHYD003,2046,9.6714
KENYA,PWRHYD003,2047,9.6714
KENYA,PWRHYD003,2048,9.6714
KENYA,PWRHYD003,2049,9.6714
KENYA,PWRHYD003,2050,9.6714
KENYA,PWRHYD004,2019,5.9184
KENYA,PWRHYD004,2020,5.9184
KENYA,PWRHYD004,2021,5.9184
KENYA,PWRHYD004,2022,5.9184
KENYA,PWRHYD004,2023,5.9184
KENYA,PWRHYD004,2024,5.9184
KENYA,PWRHYD004,2025,5.9184
KENYA,PWRHYD004,2026,5.9184
KENYA,PWRHYD004,2027,5.9184
KENYA,PWRHYD004,2028,5.9184
KENYA,PWRHYD004,2029,5.9184
KENYA,PWRHYD004,2030,5.9184
KENYA,PWRHYD004,2031,5.9184
KENYA,PWRHYD004,2032,5.9184
KENYA,PWRHYD004,2033,5.9184
KENYA,PWRHYD004,2034,5.9184
KENYA,PWRHYD004,2035,5.9184
KENYA,PWRHYD004,2036,5.9184
KENYA,PWRHYD004,2037,5.9184
KENYA,PWRHYD004,2038,5.9184
KENYA,PWRHYD004,2039,5.9184
KENYA,PWRHYD004,2040,5.9184
KENYA,PWRHYD004,2041,5.9184
KENYA,PWRHYD004,2042,18.7272
KENYA,PWRHYD004,2043,18.7272
KENYA,PWRHYD004,2044,18.7272
KENYA,PWRHYD004,2045,18.7272
KENYA,PWRHYD004,2046,18.7272
KENYA,PWRHYD004,2047,18.7272
KENYA,PWRHYD004,2048,18.7272
KENYA,PWRHYD004,2049,18.7272
KENYA,PWRHYD004,2050,18.7272
KENYA,PWRHYD005,2019,1.918
KENYA,PWRHYD005,2020,1.918
KENYA,PWRHYD005,2021,1.918
KENYA,PWRHYD005,2022,1.918
KENYA,PWRHYD005,2023,1.918
KENYA,PWRHYD005,2024,1.918
KENYA,PWRHYD005,2025,1.918
KENYA,PWRHYD005,2026,1.918
KENYA,PWRHYD005,2027,1.918
KENYA,PWRHYD005,2028,1.918
KENYA,PWRHYD005,2029,1.918
KENYA,PWRHYD005,2030,1.918
KENYA,PWRHYD005,2031,1.918
KENYA,PWRHYD005,2032,1.918
KENYA,PWRHYD005,2033,1.918
KENYA,PWRHYD005,2034,1.918
KENYA,PWRHYD005,2035,1.918
KENYA,PWRHYD005,2036,1.918
KENYA,PWRHYD005,2037,1.918
KENYA,PWRHYD005,2038,1.918
KENYA,PWRHYD005,2039,1.918
KENYA,PWRHYD005,2040,1.918
KENYA,PWRHYD005,2041,1.918
KENYA,PWRHYD005,2042,7.5705
KENYA,PWRHYD005,2043,7.5705
KENYA,PWRHYD005,2044,7.5705
KENYA,PWRHYD005,2045,7.5705
KENYA,PWRHYD005,2046,7.5705
KENYA,PWRHYD005,2047,7.5705
KENYA,PWRHYD005,2048,7.5705
KENYA,PWRHYD005,2049,7.5705
KENYA,PWRHYD005,2050,7.5705
KENYA,PWRHYD006,2019,4.4936
KENYA,PWRHYD006,2020,4.4936
KENYA,PWRHYD006,2021,4.4936
KENYA,PWRHYD006,2022,4.4936
KENYA,PWRHYD006,2023,4.4936
KENYA,PWRHYD006,2024,4.4936
KENYA,PWRHYD006,2025,4.4936
KENYA,PWRHYD006,2026,4.4936
KENYA,PWRHYD006,2027,4.4936
KENYA,PWRHYD006,2028,4.4936
KENYA,PWRHYD006,2029,4.4936
KENYA,PWRHYD006,2030,4.4936
KENYA,PWRHYD006,2031,4.4936
KENYA,PWRHYD006,2032,4.4936
KENYA,PWRHYD006,2033,4.4936
KENYA,PWRHYD006,2034,4.4936
KENYA,PWRHYD006,2035,4.4936
KENYA,PWRHYD006,2036,4.4936
KENYA,PWRHYD006,2037,4.4936
KENYA,PWRHYD006,2038,4.4936
KENYA,PWRHYD006,2039,4.4936
KENYA,PWRHYD006,2040,4.4936
KENYA,PWRHYD006,2041,4.4936
KENYA,PWRHYD006,2042,17.6316
KENYA,PWRHYD006,2043,17.6316
KENYA,PWRHYD006,2044,17.6316
KENYA,PWRHYD006,2045,17.6316
KENYA,PWRHYD006,2046,17.6316
KENYA,PWRHYD006,2047,17.6316
KENYA,PWRHYD006,2048,17.6316
KENYA,PWRHYD006,2049,17.6316
KENYA,PWRHYD006,2050,17.6316
KENYA,PWRHYD007,2019,2.877
KENYA,PWRHYD007,2020,2.877
KENYA,PWRHYD007,2021,2.877
KENYA,PWRHYD007,2022,2.877
KENYA,PWRHYD007,2023,2.877
KENYA,PWRHYD007,2024,2.877
KENYA,PWRHYD007,2025,2.877
KENYA,PWRHYD007,2026,2.877
KENYA,PWRHYD007,2027,2.877
KENYA,PWRHYD007,2028,2.877
KENYA,PWRHYD007,2029,2.877
KENYA,PWRHYD007,2030,2.877
KENYA,PWRHYD007,2031,2.877
KENYA,PWRHYD007,2032,2.877
KENYA,PWRHYD007,2033,2.877
KENYA,PWRHYD007,2034,2.877
KENYA,PWRHYD007,2035,2.877
KENYA,PWRHYD007,2036,2.877
KENYA,PWRHYD007,2037,2.877
KENYA,PWRHYD007,2038,2.877
KENYA,PWRHYD007,2039,2.877
KENYA,PWRHYD007,2040,2.877
KENYA,PWRHYD007,2041,2.877
KENYA,PWRHYD007,2042,11.2833
KENYA,PWRHYD007,2043,11.2833
KENYA,PWRHYD007,2044,11.2833
KENYA,PWRHYD007,2045,11.2833
KENYA,PWRHYD007,2046,11.2833
KENYA,PWRHYD007,2047,11.2833
KENYA,PWRHYD007,2048,11.2833
KENYA,PWRHYD007,2049,11.2833
KENYA,PWRHYD007,2050,11.2833
KENYA,PWRHYD008,2019,1.644
KENYA,PWRHYD008,2020,1.644
KENYA,PWRHYD008,2021,1.644
KENYA,PWRHYD008,2022,1.644
KENYA,PWRHYD008,2023,1.644
KENYA,PWRHYD008,2024,1.644
KENYA,PWRHYD008,2025,1.644
KENYA,PWRHYD008,2026,1.644
KENYA,PWRHYD008,2027,1.644
KENYA,PWRHYD008,2028,1.644
KENYA,PWRHYD008,2029,1.644
KENYA,PWRHYD008,2030,1.644
KENYA,PWRHYD008,2031,1.644
KENYA,PWRHYD008,2032,1.644
KENYA,PWRHYD008,2033,1.644
KENYA,PWRHYD008,2034,1.644
KENYA,PWRHYD008,2035,1.644
KENYA,PWRHYD008,2036,1.644
KENYA,PWRHYD008,2037,1.644
KENYA,PWRHYD008,2038,1.644
KENYA,PWRHYD008,2039,1.644
KENYA,PWRHYD008,2040,1.644
KENYA,PWRHYD008,2041,1.644
KENYA,PWRHYD009,2019,0.548
KENYA,PWRHYD009,2020,0.548
KENYA,PWRHYD009,2021,0.548
KENYA,PWRHYD009,2022,0.548
KENYA,PWRHYD009,2023,0.548
KENYA,PWRHYD009,2024,0.548
KENYA,PWRHYD009,2025,0.548
KENYA,PWRHYD009,2026,0.548
KENYA,PWRHYD009,2027,0.548
KENYA,PWRHYD009,2028,0.548
KENYA,PWRHYD009,2029,0.548
KENYA,PWRHYD009,2030,0.548
KENYA,PWRHYD009,2031,0.548
KENYA,PWRHYD009,2032,0.548
KENYA,PWRHYD009,2033,0.548
KENYA,PWRHYD009,2034,0.548
KENYA,PWRHYD009,2035,0.548
KENYA,PWRHYD009,2036,0.548
KENYA,PWRHYD009,2037,0.548
KENYA,PWRHYD009,2038,0.548
KENYA,PWRHYD009,2039,0.548
KENYA,PWRHYD009,2040,0.548
KENYA,PWRHYD009,2041,0.548
KENYA,PWRHYD016,2019,0.4678
KENYA,PWRHYD016,2020,0.4678
KENYA,PWRHYD016,2021,0.4678
KENYA,PWRHYD016,2022,0.4678
KENYA,PWRHYD016,2023,0.6429
KENYA,PWRHYD016,2024,0.7029
KENYA,PWRHYD016,2025,0.7101
KENYA,PWRHYD016,2026,1.3051
KENYA,PWRHYD016,2027,1.5689
KENYA,PWRHYD016,2028,1.6433
KENYA,PWRHYD016,2029,1.8208
KENYA,PWRHYD016,2030,2.6989
KENYA,PWRHYD016,2031,3.373
KENYA,PWRHYD016,2032,3.8096
KENYA,PWRHYD016,2033,4.5821
KENYA,PWRHYD016,2034,5.1842
KENYA,PWRHYD016,2035,5.9447
KENYA,PWRHYD016,2036,6.614
KENYA,PWRHYD016,2037,6.7004
KENYA,PWRHYD016,2038,6.794
KENYA,PWRHYD016,2039,6.8947
KENYA,PWRHYD016,2040,7.0075
KENYA,PWRHYD016,2041,7.1298
KENYA,PWRHYD016,2042,7.2642
KENYA,PWRHYD016,2043,7.4105
KENYA,PWRHYD016,2044,7.5688
KENYA,PWRHYD016,2045,7.744
KENYA,PWRHYD016,2046,7.9359
KENYA,PWRHYD016,2047,8.1446
KENYA,PWRHYD016,2048,8.3725
KENYA,PWRHYD016,2049,8.622
KENYA,PWRHYD016,2050,8.8955
KENYA,PWRLFO001,2019,0.5852
KENYA,PWRLFO001,2020,0.5852
KENYA,PWRLFO001,2021,0.5852
KENYA,PWRLFO001,2022,0.5852
KENYA,PWRLFO001,2023,0.5852
KENYA,PWRLFO001,2024,0.5852
KENYA,PWRLFO002,2019,0.5852
KENYA,PWRLFO002,2020,0.5852
KENYA,PWRLFO002,2021,0.5852
KENYA,PWRLFO002,2022,0.5852
KENYA,PWRLFO002,2023,0.5852
KENYA,PWRLFO002,2024,0.5852
KENYA,PWRNGS002,2034,0.2279
KENYA,PWRNGS002,2035,3.627
KENYA,PWRNGS002,2036,3.627
KENYA,PWRNGS002,2037,3.627
KENYA,PWRNGS002,2038,6.9338
KENYA,PWRNGS002,2039,6.9338
KENYA,PWRNGS002,2040,6.9338
KENYA,PWRNGS002,2041,6.9338
KENYA,PWRNGS002,2042,6.9338
KENYA,PWRNGS002,2043,9.2857
KENYA,PWRNGS002,2044,9.7234
KENYA,PWRNGS002,2045,9.7234
KENYA,PWRNGS002,2046,9.7234
KENYA,PWRNGS002,2047,9.7234
KENYA,PWRNGS002,2048,9.7234
KENYA,PWRNGS002,2049,9.7234
KENYA,PWRNGS002,2050,9.7234
KENYA,PWRNGS003,2041,0.3117
KENYA,PWRNGS003,2042,0.3117
KENYA,PWRNGS003,2043,1.4653
KENYA,PWRNGS003,2044,1.4653
KENYA,PWRNGS003,2045,2.3572
KENYA,PWRNGS003,2046,2.3572
KENYA,PWRNGS003,2047,2.3572
KENYA,PWRNGS003,2048,2.3572
KENYA,PWRNGS003,2049,2.3572
KENYA,PWRNGS003,2050,2.3572
KENYA,PWRNGS004,2027,1.8877
KENYA,PWRNGS004,2028,1.98
KENYA,PWRNGS004,2029,1.98
KENYA,PWRNGS004,2030,1.98
KENYA,PWRNGS004,2031,2.6301
KENYA,PWRNGS004,2032,4.18
KENYA,PWRNGS004,2033,4.18
KENYA,PWRNGS004,2034,4.18
KENYA,PWRNGS004,2035,4.18
KENYA,PWRNGS004,2036,4.18
KENYA,PWRNGS004,2037,4.18
KENYA,PWRNGS004,2038,4.18
KENYA,PWRNGS004,2039,4.18
KENYA,PWRNGS004,2040,4.18
KENYA,PWRNGS004,2041,4.18
KENYA,PWRNGS004,2042,4.18
KENYA,PWRNGS004,2043,4.18
KENYA,PWRNGS004,2044,4.18
KENYA,PWRNGS004,2045,4.18
KENYA,PWRNGS004,2046,4.18
KENYA,PWRNGS004,2047,3.7794
KENYA,PWRNGS004,2048,3.6871
KENYA,PWRNGS004,2049,3.6871
KENYA,PWRNGS004,2050,4.18
KENYA,PWRNGS005,2031,1.672
KENYA,PWRNGS005,2032,1.672
KENYA,PWRNGS005,2033,1.672
KENYA,PWRNGS005,2034,1.672
KENYA,PWRNGS005,2035,1.672
KENYA,PWRNGS005,2036,1.672
KENYA,PWRNGS005,2037,1.672
KENYA,PWRNGS005,2038,1.672
KENYA,PWRNGS005,2039,1.672
KENYA,PWRNGS005,2040,1.672
KENYA,PWRNGS005,2041,1.672
KENYA,PWRNGS005,2042,1.672
KENYA,PWRNGS005,2043,1.672
KENYA,PWRNGS005,2044,1.672
KENYA,PWRNGS005,2045,1.672
KENYA,PWRNGS005,2046,1.672
KENYA,PWRNGS005,2047,1.672
KENYA,PWRNGS005,2048,1.672
KENYA,PWRNGS005,2049,1.672
KENYA,PWRNGS005,2050,1.672
KENYA,PWRNGS006,2034,0.7497
KENYA,PWRNGS006,2035,0.7497
KENYA,PWRNGS006,2036,0.7497
KENYA,PWRNGS006,2037,0.7497
KENYA,PWRNGS006,2038,0.7497
KENYA,PWRNGS006,2039,0.7497
KENYA,PWRNGS006,2040,0.7497
KENYA,PWRNGS006,2041,0.7497
KENYA,PWRNGS006,2042,0.7497
KENYA,PWRNGS006,2043,1.215
KENYA,PWRNGS006,2044,1.672
KENYA,PWRNGS006,2045,1.672
KENYA,PWRNGS006,2046,1.672
KENYA,PWRNGS006,2047,1.672
KENYA,PWRNGS006,2048,1.672
KENYA,PWRNGS006,2049,1.672
KENYA,PWRNGS006,2050,1.672
KENYA,PWRNGS009,2030,2.8289
KENYA,PWRNGS009,2031,2.926
KENYA,PWRNGS009,2032,2.926
KENYA,PWRNGS009,2033,2.926
KENYA,PWRNGS009,2034,2.926
KENYA,PWRNGS009,2035,2.926
KENYA,PWRNGS009,2036,2.926
KENYA,PWRNGS009,2037,2.926
KENYA,PWRNGS009,2038,2.926
KENYA,PWRNGS009,2039,2.926
KENYA,PWRNGS009,2040,2.926
KENYA,PWRNGS009,2041,2.926
KENYA,PWRNGS009,2042,2.926
KENYA,PWRNGS009,2043,2.926
KENYA,PWRNGS009,2044,2.926
KENYA,PWRNGS009,2045,2.926
KENYA,PWRNGS009,2046,2.926
KENYA,PWRNGS009,2047,2.926
KENYA,PWRNGS009,2048,2.926
KENYA,PWRNGS009,2049,2.926
KENYA,PWRNGS009,2050,0.0971
KENYA,PWRNGS010,2031,0.2237
KENYA,PWRNGS010,2032,0.2237
KENYA,PWRNGS010,2033,2.6684
KENYA,PWRNGS010,2034,2.6684
KENYA,PWRNGS010,2035,2.6684
KENYA,PWRNGS010,2036,2.6684
KENYA,PWRNGS010,2037,2.6684
KENYA,PWRNGS010,2038,2.6684
KENYA,PWRNGS010,2039,2.6684
KENYA,PWRNGS010,2040,2.6684
KENYA,PWRNGS010,2041,2.6684
KENYA,PWRNGS010,2042,2.6684
KENYA,PWRNGS010,2043,2.6684
KENYA,PWRNGS010,2044,2.6684
KENYA,PWRNGS010,2045,2.6684
KENYA,PWRNGS010,2046,2.6684
KENYA,PWRNGS010,2047,2.6684
KENYA,PWRNGS010,2048,2.6684
KENYA,PWRNGS010,2049,2.6684
KENYA,PWRNGS010,2050,2.6684
KENYA,PWRNGS011,2034,0.4139
KENYA,PWRNGS011,2035,0.4139
KENYA,PWRNGS011,2036,0.4139
KENYA,PWRNGS011,2037,0.4139
KENYA,PWRNGS011,2038,0.4139
KENYA,PWRNGS011,2039,0.4139
KENYA,PWRNGS011,2040,0.4139
KENYA,PWRNGS011,2041,1.2612
KENYA,PWRNGS011,2042,1.2612
KENYA,PWRNGS011,2043,1.2612
KENYA,PWRNGS011,2044,1.2612
KENYA,PWRNGS011,2045,1.2612
KENYA,PWRNGS011,2046,1.2612
KENYA,PWRNGS011,2047,1.2612
