r,t,y,SalvageValue
KENYA,PWRGEO101,2044,202.1743
KENYA,PWRGEO101,2045,224.6979
KENYA,PWRGEO102,2027,40.5407
KENYA,PWRGEO102,2028,19.3837
KENYA,PWRGEO102,2030,68.2915
KENYA,PWRGEO102,2032,128.1646
KENYA,PWRGEO102,2033,83.3542
KENYA,PWRGEO102,2034,91.6992
KENYA,PWRGEO102,2035,132.4828
KENYA,PWRGEO102,2036,141.865
KENYA,PWRGEO102,2037,162.3804
KENYA,PWRGEO102,2038,185.4643
KENYA,PWRGEO102,2039,198.0403
KENYA,PWRGEO102,2041,487.774
KENYA,PWRGEO102,2042,473.2984
KENYA,PWRGEO102,2043,378.4884
KENYA,PWRGEO102,2044,436.472
KENYA,PWRGEO102,2045,495.858
KENYA,PWRGEO102,2046,556.443
KENYA,PWRGEO102,2047,618.0472
KENYA,PWRGEO102,2048,346.8255
KENYA,PWRHYD016,2023,16.8484
KENYA,PWRHYD016,2024,6.0346
KENYA,PWRHYD016,2025,0.7533
KENYA,PWRHYD016,2026,64.488
KENYA,PWRHYD016,2027,29.5052
KENYA,PWRHYD016,2028,8.5484
KENYA,PWRHYD016,2029,20.9174
KENYA,PWRHYD016,2030,105.7792
KENYA,PWRHYD016,2031,82.8507
KENYA,PWRHYD016,2032,54.6353
KENYA,PWRHYD016,2033,98.245
KENYA,PWRHYD016,2034,77.715
KENYA,PWRHYD016,2035,99.4636
KENYA,PWRHYD016,2036,88.6022
KENYA,PWRHYD016,2037,11.5583
KENYA,PWRHYD016,2038,12.6467
KENYA,PWRHYD016,2039,13.7432
KENYA,PWRHYD016,2040,15.5065
KENYA,PWRHYD016,2041,16.9529
KENYA,PWRHYD016,2042,18.7428
KENYA,PWRHYD016,2043,20.544
KENYA,PWRHYD016,2044,22.3549
KENYA,PWRHYD016,2045,24.8549
KENYA,PWRHYD016,2046,27.368
KENYA,PWRHYD016,2047,29.8923
KENYA,PWRHYD016,2048,32.7709
KENYA,PWRHYD016,2049,36.0062
KENYA,PWRHYD016,2050,39.5998
KENYA,PWRNGS002,2034,4.494
KENYA,PWRNGS002,2035,49.2116
KENYA,PWRNGS002,2038,79.6501
KENYA,PWRNGS002,2044,40.0591
KENYA,PWRNGS003,2041,5.374
KENYA,PWRNGS003,2042,3.5971
KENYA,PWRNGS003,2043,123.9663
KENYA,PWRNGS003,2045,15.8785
KENYA,PWRNGS004,2032,4.776
KENYA,PWRNGS004,2034,0.5876
KENYA,PWRNGS004,2047,58.3043
KENYA,PWRNGS006,2034,4.0588
KENYA,PWRNGS006,2041,25.261
KENYA,PWRNGS006,2043,9.239
KENYA,PWRNGS010,2032,1.9396
KENYA,PWRNGS010,2033,19.2704
KENYA,PWRNGS011,2034,18.8512
KENYA,PWRNGS011,2041,6.958
KENYA,PWRPHS001,2034,48.5301
KENYA,PWRPHS001,2035,165.1479
KENYA,PWRPHS001,2036,54.7529
KENYA,PWRPHS001,2037,11.7833
KENYA,PWRPHS001,2038,24.8403
KENYA,PWRPHS002,2038,36.1295
KENYA,PWRSOL003,2038,11.5836
KENYA,PWRSOL004,2038,15.1359
KENYA,PWRSOL005,2038,15.76
KENYA,PWRSOL013,2038,4.0204
KENYA,PWRSOL014,2042,22.3802
KENYA,PWRTRN,2019,109.8955
KENYA,PWRTRN,2020,10.2136
KENYA,PWRTRN,2021,26.844
KENYA,PWRTRN,2022,20.8134
KENYA,PWRTRN,2023,18.5647
KENYA,PWRTRN,2024,22.9922
KENYA,PWRTRN,2025,25.827
KENYA,PWRTRN,2026,23.0051
KENYA,PWRTRN,2027,43.887
KENYA,PWRTRN,2028,48.4815
KENYA,PWRTRN,2029,55.2429
KENYA,PWRTRN,2030,54.4719
KENYA,PWRTRN,2031,52.4095
KENYA,PWRTRN,2032,61.0136
KENYA,PWRTRN,2033,59.6601
KENYA,PWRTRN,2034,65.5951
KENYA,PWRTRN,2035,68.3823
KENYA,PWRTRN,2036,70.5047
KENYA,PWRTRN,2037,85.0201
KENYA,PWRTRN,2038,88.9157
KENYA,PWRTRN,2039,94.3554
KENYA,PWRTRN,2040,100.3722
KENYA,PWRTRN,2041,106.0768
KENYA,PWRTRN,2042,110.0949
KENYA,PWRTRN,2043,117.7167
KENYA,PWRTRN,2044,124.2879
KENYA,PWRTRN,2045,131.6833
KENYA,PWRTRN,2046,139.2399
KENYA,PWRTRN,2047,146.9269
KENYA,PWRTRN,2048,155.6068
KENYA,PWRTRN,2049,164.4604
KENYA,PWRTRN,2050,173.443
KENYA,PWRWND012,2042,60.9201
KENYA,PWRWND018,2048,153.2263
KENYA,PWRWND026,2032,6.6821
KENYA,PWRWND101,2032,5.8588
KENYA,PWRWND101,2033,13.5494
KENYA,PWRWND101,2034,23.5506
KENYA,PWRWND101,2035,36.398
KENYA,PWRWND101,2036,52.821
KENYA,PWRWND101,2037,73.661
KENYA,PWRWND101,2038,99.9066
KENYA,PWRWND101,2039,132.9585
KENYA,PWRWND101,2040,174.133
KENYA,PWRWND101,2041,225.6251
KENYA,PWRWND101,2042,289.5324
KENYA,PWRWND101,2043,368.6097
KENYA,PWRWND101,2044,466.5219
KENYA,PWRWND101,2045,587.169
KENYA,PWRWND101,2046,736.042
KENYA,PWRWND101,2047,916.0618
KENYA,PWRWND101,2048,1136.058
KENYA,PWRWND101,2049,1288.9634
KENYA,PWRWND101,2050,1632.9985
