r,s,ls,ld,lh,y,NetChargeWithinYear
KENYA,BESS001,1,1,1,2031,-0.0508
KENYA,BESS001,1,1,1,2033,-0.0364
KENYA,BESS001,1,1,1,2034,0.135
KENYA,BESS001,1,1,1,2035,0.1661
KENYA,BESS001,1,1,1,2036,0.1479
KENYA,BESS001,1,1,1,2039,0.0295
KENYA,BESS001,1,1,1,2043,-0.3639
KENYA,BESS001,1,1,1,2044,-0.1938
KENYA,BESS001,1,1,1,2045,-0.316
KENYA,BESS001,1,1,1,2046,-1.1388
KENYA,BESS001,1,1,1,2047,-2.4138
KENYA,BESS001,1,1,1,2048,-3.1469
KENYA,BESS001,1,1,1,2049,-3.1469
KENYA,BESS001,1,1,1,2050,-3.186
KENYA,BESS001,1,1,2,2028,0.0009
KENYA,BESS001,1,1,2,2031,-0.0105
KENYA,BESS001,1,1,2,2038,-0.0995
KENYA,BESS001,1,1,2,2041,0.0244
KENYA,BESS001,1,1,2,2042,0.0027
KENYA,BESS001,1,1,2,2045,0.4081
KENYA,BESS001,1,1,2,2046,0.0846
KENYA,BESS001,1,1,2,2047,0.7879
KENYA,BESS001,1,1,2,2048,0.9789
KENYA,BESS001,1,1,2,2049,1.0436
KENYA,BESS001,1,1,2,2050,1.593
KENYA,BESS001,1,1,3,2029,0.0215
KENYA,BESS001,1,1,3,2032,-0.0719
KENYA,BESS001,1,1,3,2036,0.1796
KENYA,BESS001,1,1,3,2037,0.3228
KENYA,BESS001,1,1,3,2038,-0.1012
KENYA,BESS001,1,1,3,2041,0.0655
KENYA,BESS001,1,1,3,2042,0.1836
KENYA,BESS001,1,1,3,2046,1.5304
KENYA,BESS001,1,1,3,2047,2.4138
KENYA,BESS001,1,1,3,2048,3.1469
KENYA,BESS001,1,1,3,2049,3.1469
KENYA,BESS001,1,1,3,2050,3.186
KENYA,BESS001,1,1,4,2028,-0.0264
KENYA,BESS001,1,1,4,2029,-0.0326
KENYA,BESS001,1,1,4,2030,0.0291
KENYA,BESS001,1,1,4,2031,0.0213
KENYA,BESS001,1,1,4,2032,0.0284
KENYA,BESS001,1,1,4,2033,0.0502
KENYA,BESS001,1,1,4,2034,-0.2146
KENYA,BESS001,1,1,4,2035,-0.2157
KENYA,BESS001,1,1,4,2036,-0.2157
KENYA,BESS001,1,1,4,2037,-0.2157
KENYA,BESS001,1,1,4,2038,0.1317
KENYA,BESS001,1,1,4,2039,-0.0243
KENYA,BESS001,1,1,4,2041,-0.1167
KENYA,BESS001,1,1,4,2042,-0.1227
KENYA,BESS001,1,1,4,2043,0.2566
KENYA,BESS001,1,1,4,2044,0.2148
KENYA,BESS001,1,1,4,2045,0.0875
KENYA,BESS001,1,1,4,2046,0.1688
KENYA,BESS001,1,1,4,2047,0.4139
KENYA,BESS001,1,1,4,2048,0.492
KENYA,BESS001,1,1,4,2049,0.6039
KENYA,BESS001,1,1,4,2050,0.0698
KENYA,BESS001,1,1,5,2028,0.0085
KENYA,BESS001,1,1,5,2029,0.0089
KENYA,BESS001,1,1,5,2030,0.0395
KENYA,BESS001,1,1,5,2031,0.0392
KENYA,BESS001,1,1,5,2032,0.0426
KENYA,BESS001,1,1,5,2033,0.0515
KENYA,BESS001,1,1,5,2034,-0.0782
KENYA,BESS001,1,1,5,2035,-0.1078
KENYA,BESS001,1,1,5,2036,-0.1078
KENYA,BESS001,1,1,5,2037,-0.1078
KENYA,BESS001,1,1,5,2038,0.0665
KENYA,BESS001,1,1,5,2039,-0.0048
KENYA,BESS001,1,1,5,2041,-0.0583
KENYA,BESS001,1,1,5,2042,-0.0614
KENYA,BESS001,1,1,5,2043,0.1029
KENYA,BESS001,1,1,5,2044,0.0418
KENYA,BESS001,1,1,5,2045,-0.076
KENYA,BESS001,1,1,5,2048,0.0953
KENYA,BESS001,1,1,5,2049,-0.1326
KENYA,BESS001,1,1,5,2050,-0.0698
KENYA,BESS001,1,1,6,2028,0.0172
KENYA,BESS001,1,1,6,2029,0.0024
KENYA,BESS001,1,1,6,2030,-0.0695
KENYA,BESS001,1,1,6,2033,-0.0666
KENYA,BESS001,1,1,6,2034,0.1614
KENYA,BESS001,1,1,6,2035,0.1614
KENYA,BESS001,1,1,6,2037,0.0047
KENYA,BESS001,1,1,6,2041,0.0873
KENYA,BESS001,1,1,6,2044,-0.0659
KENYA,BESS001,1,1,6,2045,-0.1037
KENYA,BESS001,1,1,6,2046,-0.6471
KENYA,BESS001,1,1,6,2047,-1.2069
KENYA,BESS001,1,1,6,2048,-1.5734
KENYA,BESS001,1,1,6,2049,-1.5207
KENYA,BESS001,1,1,6,2050,-1.593
KENYA,BESS001,1,2,1,2028,0.0496
KENYA,BESS001,1,2,1,2030,0.0496
KENYA,BESS001,1,2,1,2031,0.079
KENYA,BESS001,1,2,1,2032,0.0296
KENYA,BESS001,1,2,1,2033,0.0548
KENYA,BESS001,1,2,1,2035,0.0838
KENYA,BESS001,1,2,1,2036,0.005
KENYA,BESS001,1,2,1,2037,0.0653
KENYA,BESS001,1,2,1,2039,0.027
KENYA,BESS001,1,2,1,2041,-0.0203
KENYA,BESS001,1,2,1,2042,-0.0248
KENYA,BESS001,1,2,1,2043,-0.1713
KENYA,BESS001,1,2,1,2044,-0.2834
KENYA,BESS001,1,2,1,2045,-0.4067
KENYA,BESS001,1,2,1,2046,-0.5095
KENYA,BESS001,1,2,1,2047,-0.7827
KENYA,BESS001,1,2,1,2048,-1.0874
KENYA,BESS001,1,2,1,2049,-1.1702
KENYA,BESS001,1,2,1,2050,-1.2127
KENYA,BESS001,1,2,2,2028,0.0007
KENYA,BESS001,1,2,2,2030,-0.0107
KENYA,BESS001,1,2,2,2031,-0.0168
KENYA,BESS001,1,2,2,2034,-0.0016
KENYA,BESS001,1,2,2,2035,-0.033
KENYA,BESS001,1,2,2,2037,-0.0216
KENYA,BESS001,1,2,2,2038,0.0398
KENYA,BESS001,1,2,2,2043,0.0088
KENYA,BESS001,1,2,2,2044,0.1665
KENYA,BESS001,1,2,2,2045,0.2482
KENYA,BESS001,1,2,2,2046,0.3061
KENYA,BESS001,1,2,2,2047,0.4828
KENYA,BESS001,1,2,2,2048,0.6294
KENYA,BESS001,1,2,2,2049,0.6294
KENYA,BESS001,1,2,2,2050,0.6372
KENYA,BESS001,1,2,3,2029,0.0318
KENYA,BESS001,1,2,3,2030,-0.0083
KENYA,BESS001,1,2,3,2031,-0.0174
KENYA,BESS001,1,2,3,2032,0.003
KENYA,BESS001,1,2,3,2035,-0.0153
KENYA,BESS001,1,2,3,2038,0.0274
KENYA,BESS001,1,2,3,2043,0.2317
KENYA,BESS001,1,2,3,2044,0.333
KENYA,BESS001,1,2,3,2045,0.4963
KENYA,BESS001,1,2,3,2046,0.6122
KENYA,BESS001,1,2,3,2047,0.9655
KENYA,BESS001,1,2,3,2048,1.2588
KENYA,BESS001,1,2,3,2049,1.2588
KENYA,BESS001,1,2,3,2050,1.2744
KENYA,BESS001,1,2,4,2028,-0.0329
KENYA,BESS001,1,2,4,2029,-0.0464
KENYA,BESS001,1,2,4,2030,-0.0189
KENYA,BESS001,1,2,4,2031,-0.0306
KENYA,BESS001,1,2,4,2032,-0.0378
KENYA,BESS001,1,2,4,2033,-0.0114
KENYA,BESS001,1,2,4,2034,-0.0035
KENYA,BESS001,1,2,4,2035,-0.0122
KENYA,BESS001,1,2,4,2036,-0.002
KENYA,BESS001,1,2,4,2038,-0.0529
KENYA,BESS001,1,2,4,2039,-0.008
KENYA,BESS001,1,2,4,2041,0.0464
KENYA,BESS001,1,2,4,2042,0.0488
KENYA,BESS001,1,2,4,2043,0.0051
KENYA,BESS001,1,2,4,2044,-0.042
KENYA,BESS001,1,2,4,2045,-0.1266
KENYA,BESS001,1,2,4,2046,-0.1497
KENYA,BESS001,1,2,4,2047,-0.151
KENYA,BESS001,1,2,4,2048,-0.1252
KENYA,BESS001,1,2,4,2049,-0.0993
KENYA,BESS001,1,2,4,2050,-0.0518
KENYA,BESS001,1,2,5,2028,-0.0166
KENYA,BESS001,1,2,5,2029,-0.021
KENYA,BESS001,1,2,5,2030,-0.0112
KENYA,BESS001,1,2,5,2031,-0.0135
KENYA,BESS001,1,2,5,2032,-0.0148
KENYA,BESS001,1,2,5,2033,-0.0433
KENYA,BESS001,1,2,5,2034,-0.0433
KENYA,BESS001,1,2,5,2035,-0.0433
KENYA,BESS001,1,2,5,2036,-0.0433
KENYA,BESS001,1,2,5,2037,-0.0433
KENYA,BESS001,1,2,5,2038,-0.0132
KENYA,BESS001,1,2,5,2039,-0.0187
KENYA,BESS001,1,2,5,2041,-0.0234
KENYA,BESS001,1,2,5,2042,-0.0246
KENYA,BESS001,1,2,5,2043,-0.0429
KENYA,BESS001,1,2,5,2044,-0.0749
KENYA,BESS001,1,2,5,2045,-0.0562
KENYA,BESS001,1,2,5,2046,-0.0471
KENYA,BESS001,1,2,5,2047,-0.1867
KENYA,BESS001,1,2,5,2048,-0.2025
KENYA,BESS001,1,2,5,2049,-0.0848
KENYA,BESS001,1,2,5,2050,-0.071
KENYA,BESS001,1,2,6,2029,0.0367
KENYA,BESS001,1,2,6,2032,0.0208
KENYA,BESS001,1,2,6,2033,0.0005
KENYA,BESS001,1,2,6,2034,0.0488
KENYA,BESS001,1,2,6,2035,0.0206
KENYA,BESS001,1,2,6,2036,0.0407
KENYA,BESS001,1,2,6,2041,-0.0033
KENYA,BESS001,1,2,6,2043,-0.031
KENYA,BESS001,1,2,6,2044,-0.0979
KENYA,BESS001,1,2,6,2045,-0.1522
KENYA,BESS001,1,2,6,2046,-0.2088
KENYA,BESS001,1,2,6,2047,-0.3236
KENYA,BESS001,1,2,6,2048,-0.4691
KENYA,BESS001,1,2,6,2049,-0.5314
KENYA,BESS001,1,2,6,2050,-0.5746
KENYA,BESS001,2,1,1,2028,0.0479
KENYA,BESS001,2,1,1,2031,0.033
KENYA,BESS001,2,1,1,2032,0.0246
KENYA,BESS001,2,1,1,2033,0.0156
KENYA,BESS001,2,1,1,2035,0.0412
KENYA,BESS001,2,1,1,2036,0.1125
KENYA,BESS001,2,1,1,2037,0.1125
KENYA,BESS001,2,1,1,2039,0.0421
KENYA,BESS001,2,1,1,2046,-0.8618
KENYA,BESS001,2,1,1,2047,-1.3978
KENYA,BESS001,2,1,1,2048,-1.8107
KENYA,BESS001,2,1,1,2049,-1.5701
KENYA,BESS001,2,1,1,2050,-1.8507
KENYA,BESS001,2,1,2,2035,0.0014
KENYA,BESS001,2,1,2,2041,0.0443
KENYA,BESS001,2,1,2,2043,0.1228
KENYA,BESS001,2,1,2,2044,0.1272
KENYA,BESS001,2,1,2,2045,0.325
KENYA,BESS001,2,1,2,2046,0.5072
KENYA,BESS001,2,1,2,2047,0.8174
KENYA,BESS001,2,1,2,2048,0.9641
KENYA,BESS001,2,1,2,2049,1.0657
KENYA,BESS001,2,1,2,2050,1.0789
KENYA,BESS001,2,1,3,2029,0.0104
KENYA,BESS001,2,1,3,2032,0.0053
KENYA,BESS001,2,1,3,2033,0.0635
KENYA,BESS001,2,1,3,2034,0.1178
KENYA,BESS001,2,1,3,2035,0.0699
KENYA,BESS001,2,1,3,2042,0.0446
KENYA,BESS001,2,1,3,2043,0.1701
KENYA,BESS001,2,1,3,2044,0.0675
