r,s,ls,ld,lh,y,NetChargeWithinYear
KENYA,BESS001,1,1,1,2031,-0.0271
KENYA,BESS001,1,1,1,2033,-0.087
KENYA,BESS001,1,1,1,2034,0.1267
KENYA,BESS001,1,1,1,2035,0.1523
KENYA,BESS001,1,1,1,2036,0.1278
KENYA,BESS001,1,1,1,2039,0.0399
KENYA,BESS001,1,1,1,2043,-0.3115
KENYA,BESS001,1,1,1,2044,-0.2742
KENYA,BESS001,1,1,1,2045,-0.3004
KENYA,BESS001,1,1,1,2046,-1.4361
KENYA,BESS001,1,1,1,2047,-2.1501
KENYA,BESS001,1,1,1,2048,-2.1984
KENYA,BESS001,1,1,1,2049,-2.4115
KENYA,BESS001,1,1,1,2050,-2.754
KENYA,BESS001,1,1,2,2031,-0.0032
KENYA,BESS001,1,1,2,2037,0.0044
KENYA,BESS001,1,1,2,2038,-0.0833
KENYA,BESS001,1,1,2,2041,0.0292
KENYA,BESS001,1,1,2,2042,0.0024
KENYA,BESS001,1,1,2,2045,0.369
KENYA,BESS001,1,1,2,2046,0.6849
KENYA,BESS001,1,1,2,2047,0.6796
KENYA,BESS001,1,1,2,2048,0.655
KENYA,BESS001,1,1,2,2049,0.7878
KENYA,BESS001,1,1,2,2050,1.377
KENYA,BESS001,1,1,3,2029,0.015
KENYA,BESS001,1,1,3,2032,-0.0837
KENYA,BESS001,1,1,3,2036,0.1725
KENYA,BESS001,1,1,3,2037,0.2959
KENYA,BESS001,1,1,3,2038,-0.1141
KENYA,BESS001,1,1,3,2041,0.0535
KENYA,BESS001,1,1,3,2042,0.163
KENYA,BESS001,1,1,3,2046,1.4361
KENYA,BESS001,1,1,3,2047,2.1501
KENYA,BESS001,1,1,3,2048,2.1984
KENYA,BESS001,1,1,3,2049,2.4115
KENYA,BESS001,1,1,3,2050,2.754
KENYA,BESS001,1,1,4,2028,-0.0209
KENYA,BESS001,1,1,4,2029,-0.0267
KENYA,BESS001,1,1,4,2030,0.0356
KENYA,BESS001,1,1,4,2031,0.0009
KENYA,BESS001,1,1,4,2032,0.0362
KENYA,BESS001,1,1,4,2033,0.0587
KENYA,BESS001,1,1,4,2034,-0.1977
KENYA,BESS001,1,1,4,2035,-0.1977
KENYA,BESS001,1,1,4,2036,-0.1977
KENYA,BESS001,1,1,4,2037,-0.1977
KENYA,BESS001,1,1,4,2038,0.13
KENYA,BESS001,1,1,4,2039,-0.025
KENYA,BESS001,1,1,4,2041,-0.1074
KENYA,BESS001,1,1,4,2042,-0.1089
KENYA,BESS001,1,1,4,2043,0.2652
KENYA,BESS001,1,1,4,2044,0.2243
KENYA,BESS001,1,1,4,2045,0.0979
KENYA,BESS001,1,1,4,2046,0.1467
KENYA,BESS001,1,1,4,2047,0.3906
KENYA,BESS001,1,1,4,2048,0.3542
KENYA,BESS001,1,1,4,2049,0.5362
KENYA,BESS001,1,1,4,2050,0.0734
KENYA,BESS001,1,1,5,2028,0.0112
KENYA,BESS001,1,1,5,2029,0.0119
KENYA,BESS001,1,1,5,2030,0.0428
KENYA,BESS001,1,1,5,2031,0.029
KENYA,BESS001,1,1,5,2032,0.0465
KENYA,BESS001,1,1,5,2033,0.0557
KENYA,BESS001,1,1,5,2034,-0.0736
KENYA,BESS001,1,1,5,2035,-0.0988
KENYA,BESS001,1,1,5,2036,-0.0988
KENYA,BESS001,1,1,5,2037,-0.0988
KENYA,BESS001,1,1,5,2038,0.065
KENYA,BESS001,1,1,5,2039,-0.0144
KENYA,BESS001,1,1,5,2041,-0.0537
KENYA,BESS001,1,1,5,2042,-0.0544
KENYA,BESS001,1,1,5,2043,0.1073
KENYA,BESS001,1,1,5,2044,0.0465
KENYA,BESS001,1,1,5,2045,-0.0708
KENYA,BESS001,1,1,5,2046,-0.1139
KENYA,BESS001,1,1,5,2048,0.0845
KENYA,BESS001,1,1,5,2049,-0.1234
KENYA,BESS001,1,1,5,2050,-0.0734
KENYA,BESS001,1,1,6,2028,0.0099
KENYA,BESS001,1,1,6,2030,-0.0793
KENYA,BESS001,1,1,6,2033,-0.0288
KENYA,BESS001,1,1,6,2034,0.1479
KENYA,BESS001,1,1,6,2035,0.1479
KENYA,BESS001,1,1,6,2041,0.0803
KENYA,BESS001,1,1,6,2043,-0.0656
KENYA,BESS001,1,1,6,2045,-0.0959
KENYA,BESS001,1,1,6,2046,-0.7181
KENYA,BESS001,1,1,6,2047,-1.075
KENYA,BESS001,1,1,6,2048,-1.0992
KENYA,BESS001,1,1,6,2049,-1.2058
KENYA,BESS001,1,1,6,2050,-1.377
KENYA,BESS001,1,2,1,2028,0.0406
KENYA,BESS001,1,2,1,2030,0.0398
